chapter,method,turn_id,text,speaker,character
4,span-based,43,"I have a little boy, younger than you, who knows six Psalms by heart: and when you ask him which he would rather have, a gingerbread-nut to eat or a verse of a Psalm to learn, he says: ‘Oh!",Mr. Brocklehurst,Jane
4,span-based,45,That proves you have a wicked heart; and you must pray to God to change it: to give you a new and clean one: to take away your heart of stone and give you a heart of flesh.,Mr. Brocklehurst,Jane
4,span-based,46,"Mr. Brocklehurst, I believe I intimated in the letter which I wrote to you three weeks ago, that this little girl has not quite the character and disposition I could wish: should you admit her into Lowood school, I should be glad if the superintendent and teachers were requested to keep a strict eye on her, and, above all, to guard against her worst fault, a tendency to deceit.",Mrs. Reed,Mr. Brocklehurst
4,span-based,46,"Mr. Brocklehurst, I believe I intimated in the letter which I wrote to you three weeks ago, that this little girl has not quite the character and disposition I could wish: should you admit her into Lowood school, I should be glad if the superintendent and teachers were requested to keep a strict eye on her, and, above all, to guard against her worst fault, a tendency to deceit.",Mrs. Reed,Jane
4,span-based,46,"I mention this in your hearing, Jane, that you may not attempt to impose on Mr. Brocklehurst.",Mrs. Reed,Jane
4,span-based,46,"I mention this in your hearing, Jane, that you may not attempt to impose on Mr. Brocklehurst.",Mrs. Reed,Mr. Brocklehurst
4,span-based,49,"it is akin to falsehood, and all liars will have their portion in the lake burning with fire and brimstone; she shall, however, be watched, Mrs. Reed.",Mr. Brocklehurst,Jane
4,span-based,49,"it is akin to falsehood, and all liars will have their portion in the lake burning with fire and brimstone; she shall, however, be watched, Mrs. Reed.",Mr. Brocklehurst,Mrs. Reed
4,span-based,50,"I should wish her to be brought up in a manner suiting her prospects,",Mrs. Reed,Jane
4,span-based,51,"to be made useful, to be kept humble: as for the vacations, she will, with your permission, spend them always at Lowood.",Mrs. Reed,Jane
4,span-based,51,"to be made useful, to be kept humble: as for the vacations, she will, with your permission, spend them always at Lowood.",Mrs. Reed,Mr. Brocklehurst
4,span-based,52,"Your decisions are perfectly judicious, madam,",Mr. Brocklehurst,Mrs. Reed
4,span-based,55,"had I sought all England over, I could scarcely have found a system more exactly fitting a child like Jane Eyre.",Mrs. Reed,Jane
4,span-based,55,"Consistency, my dear Mr. Brocklehurst; I advocate consistency in all things.",Mrs. Reed,Mr. Brocklehurst
4,span-based,56,"Consistency, madam, is the first of Christian duties; and it has been observed in every arrangement connected with the establishment of Lowood: plain fare, simple attire, unsophisticated accommodations, hardy and active habits; such is the order of the day in the house and its inhabitants.",Mr. Brocklehurst,Mrs. Reed
4,span-based,57,"Quite right, sir.",Mrs. Reed,Mr. Brocklehurst
4,span-based,59,"I will send her, then, as soon as possible, Mr. Brocklehurst; for, I assure you, I feel anxious to be relieved of a responsibility that was becoming too irksome.",Mrs. Reed,Mr. Brocklehurst
4,span-based,60,"No doubt, no doubt, madam; and now I wish you good morning.",Mr. Brocklehurst,Mrs. Reed
4,span-based,61,"Good-bye, Mr. Brocklehurst; remember me to Mrs. and Miss Brocklehurst, and to Augusta and Theodore, and Master Broughton Brocklehurst.",Mrs. Reed,Mr. Brocklehurst
4,span-based,62,"Little girl, here is a book entitled the ‘Child’s Guide’; read it with prayer, especially that part containing ‘An account of the awfully sudden death of Martha G——, a naughty child addicted to falsehood and deceit.’",Mr. Brocklehurst,Jane
4,span-based,64,"I am not deceitful: if I were, I should say I loved _you;_ but I declare I do not love you: I dislike you the worst of anybody in the world except John Reed; and this book about the liar, you may give to your girl, Georgiana, for it is she who tells lies, and not I.",Jane,Mrs. Reed
4,span-based,64,"I am not deceitful: if I were, I should say I loved _you;_ but I declare I do not love you: I dislike you the worst of anybody in the world except John Reed; and this book about the liar, you may give to your girl, Georgiana, for it is she who tells lies, and not I.",Jane,John Reed
4,span-based,64,"I am not deceitful: if I were, I should say I loved _you;_ but I declare I do not love you: I dislike you the worst of anybody in the world except John Reed; and this book about the liar, you may give to your girl, Georgiana, for it is she who tells lies, and not I.",Jane,Georgiana Reed
4,span-based,65,What more have you to say?,Mrs. Reed,John Reed
4,span-based,66,I am glad you are no relation of mine: I will never call you aunt again as long as I live.,Jane,Mrs. Reed
4,span-based,66,"I will never come to see you when I am grown up; and if any one asks me how I liked you, and how you treated me, I will say the very thought of you makes me sick, and that you treated me with miserable cruelty.",Jane,Mrs. Reed
4,span-based,67,"How dare you affirm that, Jane Eyre?",Mrs. Reed,Jane
4,span-based,68,"How dare I, Mrs. Reed?",Jane,Mrs. Reed
4,span-based,68,"You think I have no feelings, and that I can do without one bit of love or kindness; but I cannot live so: and you have no pity.",Jane,Mrs. Reed
4,span-based,68,"I shall remember how you thrust me back—roughly and violently thrust me back—into the red-room, and locked me up there, to my dying day; though I was in agony; though I cried out, while suffocating with distress, ‘Have mercy!",Jane,Mrs. Reed
4,span-based,68,"Have mercy, Aunt Reed!’ And that punishment you made me suffer because your wicked boy struck me—knocked me down for nothing.",Jane,Mrs. Reed
4,span-based,68,"Have mercy, Aunt Reed!’ And that punishment you made me suffer because your wicked boy struck me—knocked me down for nothing.",Jane,John Reed
4,span-based,68,"People think you a good woman, but you are bad, hard-hearted.",Jane,Mrs. Reed
4,span-based,69,"Jane, you are under a mistake: what is the matter with you?",Mrs. Reed,Jane
4,span-based,69,Why do you tremble so violently?,Mrs. Reed,Jane
4,span-based,69,Would you like to drink some water?,Mrs. Reed,Jane
4,span-based,70,"No, Mrs. Reed.",Jane,Mrs. Reed
4,span-based,71,"Is there anything else you wish for, Jane?",Mrs. Reed,Jane
4,span-based,71,"I assure you, I desire to be your friend.",Mrs. Reed,Jane
4,span-based,72,Not you.,Jane,Mrs. Reed
4,span-based,72,"You told Mr. Brocklehurst I had a bad character, a deceitful disposition; and I’ll let everybody at Lowood know what you are, and what you have done.",Jane,Mrs. Reed
4,span-based,72,"You told Mr. Brocklehurst I had a bad character, a deceitful disposition; and I’ll let everybody at Lowood know what you are, and what you have done.",Jane,Mr. Brocklehurst
4,span-based,73,"Jane, you don’t understand these things: children must be corrected for their faults.",Mrs. Reed,Jane
4,span-based,75,"But you are passionate, Jane, that you must allow: and now return to the nursery—there’s a dear—and lie down a little.",Mrs. Reed,Jane
4,span-based,76,"I am not your dear; I cannot lie down: send me to school soon, Mrs. Reed, for I hate to live here.",Jane,Mrs. Reed
4,span-based,77,"I will indeed send her to school soon,",Mrs. Reed,Jane
4,span-based,80,Miss Jane!,Bessie,Jane
4,span-based,83,"Come, Bessie!",Jane,Bessie
4,span-based,84,"You are a strange child, Miss Jane,",Bessie,Jane
4,span-based,85,"a little roving, solitary thing: and you are going to school, I suppose?",Bessie,Jane
4,span-based,86,And won’t you be sorry to leave poor Bessie?,Bessie,Jane
4,span-based,86,And won’t you be sorry to leave poor Bessie?,Bessie,Bessie
4,span-based,87,What does Bessie care for me?,Jane,Bessie
4,span-based,87,She is always scolding me.,Jane,Bessie
4,span-based,90,"But you are rather put upon, that’s certain.",Bessie,Jane
4,span-based,90,"My mother said, when she came to see me last week, that she would not like a little one of her own to be in your place.—Now, come in, and I’ve some good news for you.",Bessie,Mrs. Reed
4,span-based,90,"My mother said, when she came to see me last week, that she would not like a little one of her own to be in your place.—Now, come in, and I’ve some good news for you.",Bessie,Jane
4,span-based,91,"I don’t think you have, Bessie.",Jane,Bessie
4,span-based,92,what do you mean?,Bessie,Jane
4,span-based,92,What sorrowful eyes you fix on me!,Bessie,Jane
4,span-based,92,"Well, but Missis and the young ladies and Master John are going out to tea this afternoon, and you shall have tea with me.",Bessie,Mrs. Reed
4,span-based,92,"Well, but Missis and the young ladies and Master John are going out to tea this afternoon, and you shall have tea with me.",Bessie,John Reed
4,span-based,92,"I’ll ask cook to bake you a little cake, and then you shall help me to look over your drawers; for I am soon to pack your trunk.",Bessie,Jane
4,span-based,92,"Missis intends you to leave Gateshead in a day or two, and you shall choose what toys you like to take with you.",Bessie,Jane
4,span-based,92,"Missis intends you to leave Gateshead in a day or two, and you shall choose what toys you like to take with you.",Bessie,Mrs. Reed
4,span-based,93,"Bessie, you must promise not to scold me any more till I go.",Bessie,Jane
4,span-based,93,"Bessie, you must promise not to scold me any more till I go.",Bessie,Bessie
4,span-based,94,"Well, I will; but mind you are a very good girl, and don’t be afraid of me.",Bessie,Jane
4,span-based,95,"I don’t think I shall ever be afraid of you again, Bessie, because I have got used to you, and I shall soon have another set of people to dread.",Jane,Bessie
4,span-based,97,"As you do, Bessie?",Jane,Bessie
4,span-based,98,"I don’t dislike you, Miss; I believe I am fonder of you than of all the others.",Bessie,Jane
4,span-based,99,You don’t show it.,Bessie,Jane
4,span-based,100,you’ve got quite a new way of talking.,Bessie,Jane
4,span-based,101,"Why, I shall soon be away from you, and besides",Jane,Bessie
4,span-based,102,And so you’re glad to leave me?,Bessie,Jane
4,span-based,103,"Not at all, Bessie; indeed, just now I’m rather sorry.",Jane,Bessie
4,span-based,104,How coolly my little lady says it!,Bessie,Jane
4,span-based,104,I dare say now if I were to ask you for a kiss you wouldn’t give it me: you’d say you’d _rather_ not.,Bessie,Jane
4,span-based,105,I’ll kiss you and welcome: bend your head down.,Bessie,Jane
5,span-based,0,Will you go in and bid Missis good-bye?,Bessie,Jane
5,span-based,0,Will you go in and bid Missis good-bye?,Bessie,Mrs. Reed
5,span-based,1,"No, Bessie: she came to my crib last night when you were gone down to supper, and said I need not disturb her in the morning, or my cousins either; and she told me to remember that she had always been my best friend, and to speak of her and be grateful to her accordingly.",Jane,Mrs. Reed
5,span-based,1,"No, Bessie: she came to my crib last night when you were gone down to supper, and said I need not disturb her in the morning, or my cousins either; and she told me to remember that she had always been my best friend, and to speak of her and be grateful to her accordingly.",Jane,Bessie
5,span-based,2,"What did you say, Miss?",Bessie,Jane
5,span-based,3,"Nothing: I covered my face with the bedclothes, and turned from her to the wall.",Jane,Mrs. Reed
5,span-based,4,"That was wrong, Miss Jane.",Bessie,Jane
5,span-based,5,"It was quite right, Bessie.",Jane,Bessie
5,span-based,5,Your Missis has not been my friend: she has been my foe.,Jane,Mrs. Reed
5,span-based,6,O Miss Jane!,Bessie,Jane
5,span-based,6,don’t say so!,Bessie,Jane
5,span-based,8,Is she going by herself?,The porter's wife,Jane
5,span-based,12,I wonder Mrs. Reed is not afraid to trust her so far alone.,The porter's wife,Mrs. Reed
5,span-based,13,"Be sure and take good care of her,",Bessie,Jane
